NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,
3/23/2020,Tske 5 Department 510,Tarrant,Tarrant County WDA,3,3/22/2020,4/10/2020,Bedford,
3/23/2020,Take 5 Department 435,Tarrant,Tarrant County WDA,7,3/23/2020,4/10/2020,Saginaw,
3/23/2020,Take 5 Department 436,Montgomery,Gulf Coast WDA,3,3/22/2020,4/10/2020,Magnolia,
3/23/2020,Take 5 Department 441,Lubbock,South Plains WDA,5,3/22/2020,4/10/2020,Lubbock,
3/23/2020,Take 5 Department 442,Lubbock,South Plains WDA,10,3/22/2020,4/10/2020,Lubbock,
3/23/2020,Take 5 Department 444,Lubbock,South Plains WDA,6,3/22/2020,4/10/2020,Lubbock,
3/23/2020,Take 5 Department 433,Harris,Gulf Coast WDA,4,3/22/2020,4/10/2020,Tomball,
3/23/2020,Take 5 Department 502,Tarrant,Tarrant County WDA,4,3/22/2020,4/10/2020,Arlington,
3/23/2020,Take 5 Department 425,Tarrant,Tarrant County WDA,9,3/22/2020,4/10/2020,Fort Worth,
3/23/2020,Take 5 Department 57,Dallas,Dallas County WDA,5,3/22/2020,4/8/2020,Dallas,
3/23/2020,Chalk Mountain Services of Texas LLC,Winkler,Permian Basin WDA,46,3/23/2020,4/13/2020,Kermit,
3/23/2020,Take 5 Department 61,Dallas,Dallas County WDA,7,3/22/2020,4/9/2020,Dallas,
3/23/2020,Take 5 Department 500,Parker,North Central Texas WDA,3,3/22/2020,4/10/2020,Aledo,
3/23/2020,Rabalais I & E,Galveston,Gulf Coast WDA,110,3/23/2020,4/13/2020,Texas City,
3/23/2020,US Steel Tubular - Lone Star Tubualr,Morris,North East Texas WDA,593,5/24/2020,4/13/2020,Lone Star,
3/23/2020,OTG Management,Harris,Gulf Coast WDA,353,3/16/2020,4/13/2020,Houston,
3/23/2020,Take 5 Department 501,Tarrant,Tarrant County WDA,4,3/22/2020,4/10/2020,Arlington,
3/23/2020,Take 5 Department 206,Travis,Capital Area WDA,7,3/22/2020,4/9/2020,Pflugerville,
3/23/2020,Take 5 Department 58,Dallas,Dallas County WDA,8,3/22/2020,4/9/2020,Dallas,
3/23/2020,Hooters - Hwy 6 South,Fort Bend,Gulf Coast WDA,31,3/16/2020,4/14/2020,Houston,
3/23/2020,Take 5 Department 183,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio,
3/23/2020,Take 5 Department 62,Dallas,Dallas County WDA,6,3/22/2020,4/9/2020,Garland,
3/23/2020,Take 5 Deaprtment 63,Dallas,Dallas County WDA,8,3/22/2020,4/9/2020,Dallas,
3/23/2020,Take 5 Department 68,Dallas,Dallas County WDA,5,3/22/2020,4/9/2020,Richardson,
3/23/2020,Take 5 Department 554,Harris,Gulf Coast WDA,6,3/22/2020,4/9/2020,Katy,
3/23/2020,Take 5 Department 96,Tarrant,Tarrant County WDA,8,3/22/2020,4/9/2020,Fort Worth,
3/23/2020,Chalk Montain Services of Texas LLC - Pleasanton,Atascosa,Alamo WDA,219,4/6/2020,4/13/2020,Pleasanton,
3/23/2020,Take 5 Department 209,Hays,Rural Capital WDA,8,3/22/2020,4/9/2020,San Marcos,
3/23/2020,Take 5 Department 212,Bell,Central Texas WDA,3,3/22/2020,4/9/2020,Temple,
3/23/2020,Take 5 Department 276,Bell,Central Texas WDA,8,3/22/2020,4/10/2020,Killeen,
3/23/2020,Take 5 Department 241,Travis,Capital Area WDA,5,3/22/2020,4/10/2020,Austin,
3/23/2020,Take 5 Department 244,Travis,Capital Area WDA,7,3/22/2020,4/10/2020,Austin,
3/23/2020,Take 5 Department 405,Bexar,Alamo WDA,4,3/22/2020,4/10/2020,San Antonio,
3/23/2020,Take 5 Department 421,Collin,North Central Texas WDA,6,3/22/2020,4/10/2020,Plano,
3/23/2020,Take 5 Department 79,Harris,Gulf Coast WDA,3,3/22/2020,4/9/2020,Spring,
3/23/2020,Take 5 Department 550,Harris,Gulf Coast WDA,4,3/22/2020,4/9/2020,Houston,
3/23/2020,Take 5 Department 598,Potter,Panhandle WDA,4,3/22/2020,4/10/2020,Amarillo,
3/23/2020,Take 5 Department 513,Andrews,Permian Basin WDA,3,3/22/2020,4/10/2020,Andrews,
3/23/2020,Take 5 Department 70,Denton,North Central Texas WDA,6,3/22/2020,4/10/2020,Plano,
3/23/2020,Take 5 Department 504,Johnson,North Central Texas WDA,6,3/22/2020,4/10/2020,Burleson,
3/23/2020,Take 5 Department 72,Bowie,North East Texas WDA,4,3/22/2020,4/13/2020,Texarkana,
3/23/2020,Take 5 Department 208,Denton,North Central Texas WDA,4,3/22/2020,4/10/2020,Lewisville,
3/23/2020,Take 5 Department 202,Hays,Rural Capital WDA,6,3/22/2020,4/10/2020,San Marcos,
3/23/2020,Take 5 Department 596,Bexar,Alamo WDA,3,3/22/2020,4/10/2020,San Antonio,
3/23/2020,Take 5 Department 201,Bexar,Alamo WDA,4,3/22/2020,4/13/2020,San Antonio,
3/23/2020,Take 5 Department 69,Denton,North Central Texas WDA,4,3/22/2020,4/10/2020,Plano,
3/23/2020,Take 5 Department 177,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio,
3/23/2020,America's Auto Auction,Montgomery,Gulf Coast WDA,17,3/17/2020,4/13/2020,Conroe,
3/23/2020,America's Auto Auction - Almeda-Genoa Rd,Fort Bend,Gulf Coast WDA,58,3/17/2020,4/13/2020,Houston,
3/23/2020,America's Auton Auction - Almed-Genoa Rd.,Dallas,Dallas County WDA,10,3/17/2020,4/13/2020,Irving,
3/23/2020,Take 5 Department 178,Bexar,Alamo WDA,2,3/22/2020,4/13/2020,San Antonio,
3/23/2020,Take 5 Department 180,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio,
3/23/2020,Take 5 Department 181,Bexar,Alamo WDA,10,3/22/2020,4/13/2020,San Antonio,
3/23/2020,Take 5 Department 182,Bexar,Alamo WDA,5,3/22/2020,4/13/2020,San Antonio,
3/23/2020,Take 5 Department 200,Comal,Alamo WDA,4,3/22/2020,4/13/2020,Spring Branch,
3/23/2020,Take 5 Department 519,Ector,Permian Basin WDA,9,3/22/2020,4/10/2020,Odessa,
3/23/2020,Take 5 Department 514,Howard,Permian Basin WDA,4,3/22/2020,4/10/2020,Big Spring,
3/23/2020,Take 5 Department 515,Midland,Permian Basin WDA,5,3/22/2020,4/10/2020,Midland,
3/23/2020,Take 5 Department 516,Midland,Permian Basin WDA,7,3/22/2020,4/10/2020,Midland,
3/23/2020,Take 5 Department 517,Midland,Permian Basin WDA,6,3/22/2020,4/10/2020,Midland,
3/23/2020,Take 5 Department 518,Ector,Permian Basin WDA,5,3/22/2020,4/10/2020,Odessa,
3/23/2020,Take 5 Department 59,Dallas,Dallas County WDA,5,3/22/2020,4/10/2020,Dallas,
3/23/2020,Take 5 Department 520,Randall,Panhandle WDA,5,3/22/2020,4/10/2020,Canyon,
3/23/2020,Take 5 Department 521,Deaf Smith,Panhandle WDA,4,3/22/2020,4/10/2020,Hereford,
3/23/2020,Take 5 Department 522,Lubbock,South Plains WDA,6,3/22/2020,4/10/2020,Lubbock,
3/23/2020,Take 5 Department 523,Hale,South Plains WDA,4,3/22/2020,4/10/2020,Plainview,
3/23/2020,Take 5 Department 524,Taylor,West Central WDA,6,3/22/2020,4/10/2020,Abilene,
3/23/2020,Take 5 Department 525,Lubbock,South Plains WDA,3,3/22/2020,4/10/2020,Lubbock,
3/23/2020,Take 5 Department 526,Lubbock,South Plains WDA,4,3/22/2020,4/10/2020,Lubbock,
3/23/2020,Take 5 Department 529,Lubbock,South Plains WDA,4,3/22/2020,4/10/2020,Lubbock,
3/23/2020,Take 5 Department 552,Harris,Gulf Coast WDA,6,3/22/2020,4/9/2020,Baytown,
3/22/2020,Vacation Publications dba Vacations To,Harris,Gulf Coast WDA,325,3/6/2020,3/25/2020,Houston,
3/22/2020,CBC Restaurant Corp. dba Corner Bakery Café,Dallas,Dallas County WDA,67,3/29/2020,4/1/2020,Dallas,
3/21/2020,Wyndham San Antonio Riverwalk,Bexar,Alamo WDA,141,3/23/2020,3/25/2020,San Antonio,
3/21/2020,Embassy Suites-San Antonio,Bexar,Alamo WDA,41,3/23/2020,3/25/2020,San Antonio,
3/21/2020,Marriott Dallas Addison Quorum by the Galleria,Dallas,Dallas County WDA,79,3/23/2020,3/25/2020,Dallas,
3/21/2020,Marriott Odessa Hotel,Ector,Permian Basin WDA,127,3/24/2020,3/25/2020,Odessa,
3/21/2020,Austin Hotel and Residences,Travis,Capital Area WDA,210,3/23/2020,3/25/2020,Austin,
3/20/2020,Warwick Melrose Hotel,Dallas,Dallas County WDA,113,3/22/2020,3/25/2020,Dallas,
3/20/2020,Sheraton Ft. Worth,Tarrant,Tarrant County WDA,164,3/20/2020,3/25/2020,Ft. Worth,
3/20/2020,Virgin Hotels Dallas,Dallas,Dallas County WDA,199,3/20/2020,3/20/2020,Dallas,
3/20/2020,FTS International Services-Odessa,Ector,Permian Basin WDA,207,3/20/2020,3/20/2020,Odessa,
3/20/2020,Sydell Hotels LLC,Travis,Capital Area WDA,181,3/16/2020,3/20/2020,Austin,
3/20/2020,Hilton Lincoln Center,Dallas,Dallas County WDA,97,3/25/2020,3/25/2020,Dallas,
3/20/2020,Tapatio Springs Resort,Kendall,Alamo WDA,58,3/23/2020,3/25/2020,Boerne,
3/20/2020,Sport Clips,Williamson,Rural Capital WDA,66,3/23/2020,3/25/2020,Georgetown,
3/20/2020,Benchmark Hospitality of Corpus Christi,Nueces,Coastal Bend WDA,115,3/21/2020,3/25/2020,Corpus Ch,
3/20/2020,SA Burger,Hays,Rural Capital WDA,5,3/20/2020,3/25/2020,San Marcos,
3/20/2020,Rio Plaza,Bexar,Alamo WDA,3,3/20/2020,3/25/2020,San Antonio,
3/20/2020,Mule Restaurant Group,Bexar,Alamo WDA,147,3/20/2020,3/25/2020,San Antonio,
3/20/2020,Four Seasons Hotel-Austin,Travis,Capital Area WDA,369,3/23/2020,3/30/2020,Austin,
3/20/2020,Hilton-Arlington,Tarrant,Tarrant County WDA,83,3/20/2020,4/13/2020,Arlington,
3/19/2020,Marriott Austin South,Travis,Capital Area WDA,69,3/20/2020,3/19/2020,Austin,
3/19/2020,El Fenix,Dallas,Dallas County WDA,70,3/16/2020,3/25/2020,Dallas,
3/19/2020,Apache Corp.-Midland,Midland,Permian Basin WDA,85,3/18/2020,3/19/2020,Midland,
3/19/2020,Punch Bowl Social,Dallas,Dallas County WDA,93,3/16/2020,3/19/2020,Dallas,
3/19/2020,Punch Bowl Social-Domain,Travis,Capital Area WDA,92,3/16/2020,3/19/2020,Austin,
3/19/2020,Tenaris-IPSCO Koppel Tubulars,Harris,Gulf Coast WDA,223,4/17/2020,3/19/2020,Baytown,
3/19/2020,Texas Central School Bus,Tarrant,Tarrant County WDA,309,3/17/2020,3/19/2020,Keller,
3/19/2020,Sheraton Suites Market Center,Dallas,Dallas County WDA,56,3/23/2020,3/25/2020,Dallas,
3/19/2020,Punch Bowl Social-Congress,Travis,Capital Area WDA,130,3/16/2020,3/19/2020,Austin,
3/19/2020,FTS International Services-Pleasnton,Atascosa,Alamo WDA,207,3/19/2020,3/19/2020,Pleasanton,
3/19/2020,Uncle Julio's-Dallas,Dallas,Dallas County WDA,82,3/19/2020,4/15/2020,Dallas,
3/18/2020,Haliburton Energy Services-N. Sam Houston,Harris,Gulf Coast WDA,3500,3/23/2020,3/18/2020,Houston,
3/17/2020,FTS International Services,Tarrant,Tarrant County WDA,35,3/17/2020,3/17/2020,Ft. Worth,
3/17/2020,Four Seasons Resort,Dallas,Dallas County WDA,100,3/17/2020,3/17/2020,Irving,
3/17/2020,Ra Sushi Addison Corp,Dallas,Dallas County WDA,36,3/7/2020,4/8/2020,Addison,
3/16/2020,Schulte Companies-NE Loop 410,Bexar,Alamo WDA,27,3/16/2020,4/8/2020,San Antonio,
3/16/2020,Alamo Drafthouse-Katy,Fort Bend,Gulf Coast WDA,121,3/16/2020,4/14/2020,Katy,
3/16/2020,Alamo Drafthouse-Lubbock,Lubbock,South Plains WDA,121,3/16/2020,3/31/2020,Lubbock,
3/16/2020,Pappadeaux Seafood Kitchen 04,Harris,Gulf Coast WDA,100,,4/13/2020,Houston,
3/16/2020,Aramark Educational Services of TX,Bexar,Alamo WDA,420,3/16/2020,4/7/2020,San Antonio,
3/16/2020,Alamo Drafthouse - El Paso,El Paso,Borderplexjobs WDA,116,3/16/2020,3/30/2020,El Paso,
3/13/2020,"Hohmann & Barnard, Inc.",Tarrant,Tarrant County WDA,13,6/26/2020,3/13/2020,Fort Worth,
3/13/2020,M&M Manufacturing,Tarrant,Tarrant County WDA,43,5/15/2020,3/13/2020,Fort Worth,
3/10/2020,SXSW,Travis,Capital Area WDA,60,3/6/2020,3/10/2020,Austin,
3/9/2020,"Cargo Leasing Services, LLC",Bexar,Alamo WDA,60,5/8/2020,3/9/2020,San Antonio,
3/6/2020,"Aryzta, LLC",Travis,Capital Area WDA,95,3/6/2020,3/6/2020,Austin,
3/5/2020,Concentrix CVG,Webb,South Texas WDA,135,5/4/2020,3/5/2020,Laredo,
3/3/2020,USAA - San Antonio,Bexar,Alamo WDA,26,5/4/2020,3/4/2020,San Antonio,
2/28/2020,"NortonLifeLock, Inc.",Collin,North Central Texas WDA,2,4/20/2020,3/5/2020,Plano,
2/26/2020,Windhaven Insurance-Dallas,Dallas,Dallas County WDA,96,2/28/2020,2/26/2020,Dallas,
2/25/2020,TPC Group's,Jefferson,South East Texas WDA,100,4/30/2020,2/27/2020,Port Neches,
2/25/2020,Bellaire Medical Center-Cornerstone Specialty Hospitals,Harris,Gulf Coast WDA,126,4/25/2020,2/25/2020,Houston,
2/25/2020,King's Manor Methodist Retirement System-Westgate Nursing Home,Deaf Smith,Panhandle WDA,70,4/27/2020,2/25/2020,Hereford,
2/25/2020,Windhaven Insurance-Austin,Travis,Capital Area WDA,35,2/28/2020,2/26/2020,Austin,
2/21/2020,Blue Apron- Arlington,Tarrant,Tarrant County WDA,254,4/20/2020,2/21/2020,Arlington,
2/19/2020,AmerisourceBergen-PharMedium Healthcare,Fort Bend,Gulf Coast WDA,365,4/20/2020,2/19/2020,Sugar Land,
2/18/2020,"Alta Mesa Services, LP",Harris,Gulf Coast WDA,91,2/18/2020,2/18/2020,Houston,
2/12/2020,Railcrew Xpress-RCX Logistics-Austin,Travis,Capital Area WDA,88,4/12/2020,2/12/2020,Austin,
2/12/2020,XPO Logistics-Ft Worth,Denton,North Central Texas WDA,304,4/12/2020,2/12/2020,Ft. Worth,
2/12/2020,Railcrew Express-RCX Logistics,Harris,Gulf Coast WDA,110,4/12/2020,2/12/2020,Houston,
2/5/2020,Watson Grinding and Manufacturing,Harris,Gulf Coast WDA,88,1/24/2020,2/5/2020,Houston,
2/4/2020,Transform SR LLC #01377-and #06222 Formally Sears,Harris,Gulf Coast WDA,77,4/12/2020,2/21/2020,Houston,
2/3/2020,Waitr and Bite Squad,Jefferson,South East Texas WDA,219,4/6/2020,2/4/2020,Beaumont,
1/31/2020,TTEC - Ennis,Ellis,North Central Texas WDA,50,3/28/2020,2/3/2020,Ennis,
1/31/2020,Gulf Stream Marine - Industrial Terminal Facility,Harris,Gulf Coast WDA,210,3/31/2020,2/3/2020,Houston,
1/30/2020,Coca Cola-Southwest Beverages-Nacogdoches,Nacogdoches,Deep East Texas WDA,74,4/3/2020,1/31/2020,Nacogdoches,
1/29/2020,"Sheridan Production Company, LLC",Andrews,Permian Basin WDA,116,3/31/2020,1/29/2020,Andrews,
1/28/2020,At Home with Shanel,Collin,North Central Texas WDA,1,2/28/2020,1/28/2020,Plano,
1/27/2020,Sheridan Production Co.-Houston,Harris,Gulf Coast WDA,130,3/31/2020,2/7/2020,Houston,
1/21/2020,Concentrix CVG CORP,Gregg,East Texas WDA,127,3/27/2020,1/28/2020,Longview,
1/15/2020,Comcast-Technician Logistics Center,Harris,Gulf Coast WDA,58,4/17/2020,1/24/2020,Houston,
1/15/2020,Belk-Dallas Galleria,Dallas,Dallas County WDA,68,3/21/2020,1/15/2020,Dallas,
1/15/2020,Kindred Hospital Spring,Harris,Gulf Coast WDA,160,3/17/2020,1/15/2020,Houston,
1/15/2020,Kindred Hospital-Ft. Worth,Tarrant,Tarrant County WDA,180,3/15/2020,1/15/2020,Ft. Worth,
1/15/2020,Kindred Hospital-Dallas,Dallas,Dallas County WDA,201,3/15/2020,1/15/2020,Dallas,
1/13/2020,Fluor - Glen Rose,Somervell,North Central Texas WDA,70,1/30/2020,1/13/2020,Glen Rose,
1/8/2020,Kindred Hospital-Bay Area,Harris,Gulf Coast WDA,137,3/8/2020,1/8/2020,Pasadena,
1/8/2020,Kindred Hospital-Tomball,Harris,Gulf Coast WDA,147,3/8/2020,1/8/2020,Tomball,
1/8/2020,Triumph Hospital - The Heights,Harris,Gulf Coast WDA,138,3/8/2020,1/8/2020,Houston,
1/6/2020,Apache Corp-San Antonio,Bexar,Alamo WDA,272,3/6/2020,1/6/2020,San Antonio,
1/6/2020,"Valerus Field Solutions, LP",Austin,Gulf Coast WDA,250,3/7/2020,1/7/2020,Sealy,
1/3/2020,"Fleetwood Transportation Services, Inc.& Fleetwood Logistics",Angelina,Deep East Texas WDA,49,12/31/2019,1/3/2020,Burke,
30-Dec-19,Ambit Energy - Call Center & Sales Support Office,Collin,North Central Texas WDA,50,14-Feb-20,30-Dec-19,Plano,
23-Dec-19,"NortonLifeLock, Inc.",Collin,North Central Texas WDA,8,13-Feb-20,23-Dec-19,Plano,
20-Dec-19,"Event Solutions International, Inc. dba Motus One (ESI)",Dallas,None,18,20-Dec-19,20-Dec-19,Carrollton,
19-Dec-19,Car2go,Travis,Capital Area WDA,47,06-Mar-20,19-Dec-19,Austin,
18-Dec-19,Yauatcha Houston,Harris,Gulf Coast WDA,80,16-Feb-20,18-Dec-19,Houston,
13-Dec-19,Stewart and Stevenson,Harris,Gulf Coast WDA,55,12-Feb-20,13-Dec-19,Houston,
10-Dec-19,Pumpco Energy Services-Cleburne,Johnson,North Central Texas WDA,5,31-Dec-19,10-Dec-19,Cleburne,
26-Nov-19,New LifeCare Management Services dba LifeCare Health Partners,Collin,North Central Texas WDA,9,26-Nov-19,26-Nov-19,Plano,
22-Nov-19,National Oilwell Varco -Galena Park,Harris,Gulf Coast WDA,85,22-Nov-19,22-Nov-19,Galena Park,
22-Nov-19,Pumpco Energy Services-Odessa,Ector,Permian Basin WDA,112,25-Nov-19,22-Nov-19,Odessa,
19-Nov-19,"NortonLifeLock, Inc.",Collin,North Central Texas WDA,34,17-Jan-20,21-Nov-19,Plano,
20-Nov-19,Nuvectra Corporation,Collin,North Central Texas WDA,14,19-Jan-20,20-Nov-19,Plano,
19-Nov-19,"TimkenSteel Material Services, LLC",Harris,Gulf Coast WDA,94,18-Jan-20,19-Nov-19,Houston,
14-Nov-19,"Range Production Company, LLC.",Harris,Gulf Coast WDA,57,12-Nov-19,14-Nov-19,Houston,
07-Nov-19,"Convergent Outsourcing, Inc.",Bexar,Alamo WDA,40,17-Sep-19,12-Nov-19,San Antonio,
06-Nov-19,Nix Hospital-Nix Behavioral Health Center,Bexar,Alamo WDA,972,04-Jan-20,06-Nov-19,San Antonio,
06-Nov-19,Geo Secure Services LLC,Bexar,Alamo WDA,158,06-Jan-20,31-Oct-19,San Antonio,
29-Oct-19,Oakwood Worldwide,Dallas,Dallas County WDA,1,30-Dec-19,29-Oct-19,Carrollton,
29-Oct-19,Samsung Austin Semiconductors LLC-Central Processing Unit,Travis,Alamo WDA,290,31-Dec-19,29-Oct-19,Austin,
23-Oct-19,Harte-Hanks,Travis,Capital Area WDA,146,22-Dec-19,24-Oct-19,Austin,
23-Oct-19,Cudd Energy Services,Bexar,Alamo WDA,117,22-Dec-19,23-Oct-19,San Antonio,
21-Oct-19,Vesuvius USA-Tyler,Smith,East Texas WDA,9,31-Dec-19,24-Oct-19,Tyler,
18-Oct-19,"Arconic, Inc.",Bexar,Alamo WDA,67,20-Dec-19,18-Oct-19,Elmendorf,
17-Oct-19,"Ultrafryer Systems, LLC",Bexar,Alamo WDA,70,28-Dec-19,17-Oct-19,San Antonio,
17-Oct-19,"Arconic, Inc.",Bexar,Alamo WDA,67,20-Dec-19,17-Oct-19,Elmendorf,
15-Oct-19,HRP Brownsville LLC dba Steel Coast,Cameron,Cameron County WDA,100,15-Dec-19,15-Oct-19,Brownsville,
11-Oct-19,Hotel Valencia Corp.-Hotel Sorella,Harris,Gulf Coast WDA,121,11-Dec-19,11-Oct-19,Houston,
04-Oct-19,Letter Ride-Howard Ln.,Travis,Capital Area WDA,91,07-Dec-19,04-Oct-19,Austin,
04-Oct-19,Letter Ride-W. Fuqua,Harris,Gulf Coast WDA,87,07-Dec-19,04-Oct-19,Houston,
04-Oct-19,Letter Ride-N. Stemmons,Dallas,Dallas County WDA,64,04-Dec-19,04-Oct-19,Farmers Branch,
04-Oct-19,Letter Ride-Gold Spike Dr.,Tarrant,Tarrant County WDA,71,07-Dec-19,04-Oct-19,Ft. Worth,
04-Oct-19,Letter Ride-Evergreen Oak,Montgomery,Gulf Coast WDA,12,07-Dec-19,04-Oct-19,Conroe,
04-Oct-19,Letter Ride-North Gessner,Harris,Gulf Coast WDA,98,07-Dec-19,04-Oct-19,Houston,
04-Oct-19,Nix Specialty Health-Behavioral Facility,Bexar,Alamo WDA,156,02-Dec-19,04-Oct-19,San Antonio,
01-Oct-19,Inpax Final Mile Delivery-Farmers Branch,Dallas,Dallas County WDA,109,02-Oct-19,03-Oct-19,Farmers Branch,
01-Oct-19,Inpax Final Mile Delivery-Garland,Dallas,Dallas County WDA,119,02-Oct-19,01-Oct-19,Garland,
30-Sep-19,Walmart #3506,Harris,Gulf Coast WDA,80,06-Dec-19,01-Oct-19,Cypress,
27-Sep-19,Dry Van Business dba Rich Logistics-Dallas,Dallas,Dallas County WDA,98,29-Nov-19,30-Sep-19,Dallas,
27-Sep-19,Dry Van Business dba Rich Logistics-Laredo,Webb,South Texas WDA,111,29-Nov-19,30-Sep-19,Laredo,
26-Sep-19,Stevens Tanker Division,Dallas,Dallas County WDA,71,15-Oct-19,27-Sep-19,Dallas,
26-Sep-19,Nobilis Health Corp.-Sugarland,Fort Bend,Gulf Coast WDA,36,13-Sep-19,26-Sep-19,Sugar Land,
26-Sep-19,Finisar Corporation,Collin,North Central Texas WDA,104,01-Nov-19,26-Sep-19,Allen,
25-Sep-19,New LifeCare Management Services dba LifeCare Health Partners,Collin,North Central Texas WDA,33,29-Nov-19,27-Sep-19,Plano,
20-Sep-19,Nobilis Health Corp.,Harris,Gulf Coast WDA,9,13-Sep-19,20-Sep-19,Houston,
16-Sep-19,Nestle USA-Supply Chain Frozen DSD,Harris,Gulf Coast WDA,51,15-Nov-19,16-Sep-19,Houston,
12-Sep-19,State Street Financial Services-Alterra Pkwy,Travis,Capital Area WDA,51,13-Nov-19,12-Sep-19,Austin,
12-Sep-19,"State Street Financial Services, Inc",Travis,Capital Area WDA,9,13-Nov-19,12-Sep-19,Austin,
10-Sep-19,Concentrix CVG CORP,Gregg,East Texas WDA,177,15-Nov-19,10-Sep-19,Longview,
05-Sep-19,"O-I (Owens-Illinois, Inc./Owens-Brockway Glass Container, Inc.)",McLennan,Heart of Texas WDA,81,07-Nov-19,06-Sep-19,Waco,
03-Sep-19,El Rio Grande Facility,Dallas,Dallas County WDA,116,30-Sep-19,05-Sep-19,Garland,
30-Aug-19,New LifeCare Management Services dba LifeCare Health Partners,Collin,North Central Texas WDA,13,30-Aug-19,05-Sep-19,Plano,
27-Aug-19,AECON-Flint Energy Services-Pecos,Reeves,Permian Basin WDA,50,28-Oct-19,27-Aug-19,Pecos,
27-Aug-19,AECOM-Flint Energy Services-Odessa,Ector,Permian Basin WDA,77,28-Oct-19,27-Aug-19,Odessa,
23-Aug-19,Nix Home Care Facility,Bexar,Alamo WDA,585,21-Oct-19,26-Aug-19,San Antonio,
21-Aug-19,"Epic Companies, LLC",Harris,Gulf Coast WDA,8,21-Nov-19,26-Aug-19,Houston,
21-Aug-19,United Structures of America,Harris,Gulf Coast WDA,73,30-Sep-19,21-Aug-19,Houston,
16-Aug-19,Welocalize,Harris,Gulf Coast WDA,100,16-Aug-19,16-Aug-19,Houston,
16-Aug-19,Teleperformance USA-Dallas,Dallas,Dallas County WDA,44,01-Nov-19,16-Aug-19,Dallas,
14-Aug-19,"SpiceWorks, Inc.",Travis,Capital Area WDA,59,14-Aug-19,16-Aug-19,Austin,
09-Aug-19,Centrica,Harris,Gulf Coast WDA,23,07-Oct-19,09-Aug-19,Houston,
08-Aug-19,UPS General Services Co.,Dallas,Dallas County WDA,64,01-Oct-19,08-Aug-19,Coppell,
30-Jul-19,"MV Transportation, Inc-Dallas",Dallas,Dallas County WDA,129,30-Sep-19,31-Jul-19,Dallas,
30-Jul-19,Southwest Key Programs-Conroe,Montgomery,Gulf Coast WDA,197,30-Jul-19,30-Jul-19,Conroe,
30-Jul-19,Anjinomoto Foods - Fort Worth Facility,Tarrant,Tarrant County WDA,117,01-Mar-20,30-Jul-19,Fort Worth,
29-Jul-19,"True Health Diagnostics, LLC",Denton,North Central Texas WDA,16,29-Jul-19,30-Jul-19,Frisco,
24-Jul-19,Siemens Energy Inc-Houston Service Center,Harris,Gulf Coast WDA,10,20-Sep-19,24-Jul-19,Houston,
22-Jul-19,Centrica,Harris,Gulf Coast WDA,54,30-Aug-19,22-Jul-19,Houston,
22-Jul-19,Boeing - El Paso,El Paso,Borderplexjobs WDA,2,20-Sep-19,22-Jul-19,El Paso,
22-Jul-19,FutureWei-Plano Facility,Collin,North Central Texas WDA,38,23-Sep-19,22-Jul-19,Plano,
09-Jul-19,Tramontina USA,Fort Bend,Gulf Coast WDA,108,01-Sep-19,09-Jul-19,Sugar Land,
02-Jul-19,BGIS-San Antonio Data Center,Bexar,Alamo WDA,45,31-Aug-19,02-Jul-19,San Antonio,
27-Jun-19,Aramark-University of Houston,Harris,Gulf Coast WDA,115,29-Aug-19,27-Jun-19,Houston,
25-Jun-19,Sodexo-Northwest Texas Hospital,Potter,Panhandle WDA,95,21-Sep-19,25-Jun-19,Amarillo,
21-Jun-19,Albertsons #3933,El Paso,Borderplexjobs WDA,90,03-Aug-19,21-Jun-19,El Paso,
14-Jun-19,Siemens Energy Inc-Houston Service Center,Harris,Gulf Coast WDA,14,16-Aug-19,21-Jun-19,Houston,
10-Jun-19,Syngenta Crop Protection LLC-GBB Facility,Harris,Gulf Coast WDA,135,12-Aug-19,10-Jun-19,Houston,
04-Jun-19,"Aprima Medical Software, Inc. an eMD's Co.",Dallas,Dallas County WDA,19,30-Jul-19,04-Jun-19,Richardson,
31-May-19,Hard Rock Café International,Dallas,Dallas County WDA,27,31-Jul-19,31-May-19,Dallas,
24-May-19,Holiday Inn-San Antonio,Bexar,Alamo WDA,61,25-May-19,28-May-19,San Antonio,
20-May-19,Pine Creek Medical Center,Dallas,Dallas County WDA,113,02-May-19,20-May-19,Dallas,
13-May-19,"United Airlines, Inc.-Passanger Revenue Accounting",Harris,Gulf Coast WDA,100,15-Jul-19,16-May-19,Houston,
13-May-19,"Dolce International Fort Worth, Inc.-American Airlines Training Ctr.",Tarrant,Tarrant County WDA,56,13-May-19,13-May-19,Ft. Worth,
08-May-19,Product & Logistics-Monahans,Ward,Permian Basin WDA,124,06-Jul-19,08-May-19,Monahans,
01-May-19,Mitratech Holdings,Travis,Capital Area WDA,83,01-Jul-19,01-May-19,Austin,
30-Apr-19,Falcon Transport Co.-Cedar Hill,Dallas,Tarrant County WDA,12,27-May-19,30-Apr-19,Cedar Hill,
